ID: 0, Run: -1, Walk: 9869, Stand: 9870
ID: 44, Run: -1, Walk: 808, Stand: 808
ID: 45, Run: -1, Walk: 808, Stand: 808
ID: 46, Run: 6817, Walk: 6817, Stand: 6818
ID: 47, Run: -1, Walk: 2703, Stand: 2704
ID: 48, Run: -1, Walk: 5385, Stand: 5386
ID: 49, Run: -1, Walk: 6583, Stand: 6561
ID: 50, Run: -1, Walk: 4635, Stand: 90
ID: 51, Run: -1, Walk: 21, Stand: 27
ID: 52, Run: -1, Walk: 21, Stand: 27
ID: 53, Run: -1, Walk: 79, Stand: 90
ID: 54, Run: -1, Walk: 79, Stand: 90
ID: 55, Run: -1, Walk: 79, Stand: 90
ID: 56, Run: -1, Walk: 93, Stand: 96
ID: 57, Run: -1, Walk: 106, Stand: 112
ID: 58, Run: -1, Walk: 5325, Stand: 5326
ID: 59, Run: -1, Walk: 5325, Stand: 5326
ID: 60, Run: -1, Walk: 5325, Stand: 5326
ID: 61, Run: -1, Walk: 6248, Stand: 6247
ID: 62, Run: -1, Walk: 5325, Stand: 5326
ID: 63, Run: -1, Walk: 5325, Stand: 5326
ID: 64, Run: -1, Walk: 5325, Stand: 5326
ID: 65, Run: -1, Walk: 189, Stand: 195
ID: 66, Run: -1, Walk: 189, Stand: 195
ID: 67, Run: -1, Walk: 189, Stand: 195
ID: 68, Run: -1, Walk: 189, Stand: 195
ID: 69, Run: -1, Walk: 176, Stand: 179
ID: 70, Run: -1, Walk: 10899, Stand: 10898
ID: 71, Run: -1, Walk: 229, Stand: 232
ID: 72, Run: -1, Walk: 283, Stand: 286
ID: 73, Run: -1, Walk: 5566, Stand: 5565
ID: 74, Run: -1, Walk: 5577, Stand: 5576
ID: 75, Run: -1, Walk: 5570, Stand: 5572
ID: 76, Run: -1, Walk: 5570, Stand: 5572
ID: 77, Run: -1, Walk: 5566, Stand: 5565
ID: 78, Run: -1, Walk: 4913, Stand: 4914
ID: 79, Run: -1, Walk: 4913, Stand: 4914
ID: 80, Run: -1, Walk: 9670, Stand: 9669
ID: 81, Run: -1, Walk: 5848, Stand: 5852
ID: 82, Run: -1, Walk: 63, Stand: 66
ID: 83, Run: -1, Walk: 63, Stand: 66
ID: 84, Run: -1, Walk: 63, Stand: 66
ID: 85, Run: -1, Walk: 152, Stand: 155
ID: 86, Run: -1, Walk: 4931, Stand: 4932
ID: 87, Run: -1, Walk: 4931, Stand: 4932
ID: 88, Run: -1, Walk: 4931, Stand: 4932
ID: 89, Run: -1, Walk: 6373, Stand: 6374
ID: 90, Run: -1, Walk: 5481, Stand: 5483
ID: 91, Run: -1, Walk: 5481, Stand: 5483
ID: 92, Run: -1, Walk: 5481, Stand: 5483
ID: 93, Run: -1, Walk: 5497, Stand: 5493
ID: 94, Run: -1, Walk: 5479, Stand: 5483
ID: 95, Run: -1, Walk: 6556, Stand: 6580
ID: 96, Run: -1, Walk: 6556, Stand: 6580
ID: 97, Run: -1, Walk: 6556, Stand: 6580
ID: 98, Run: -1, Walk: 6560, Stand: 6561
ID: 99, Run: -1, Walk: 6560, Stand: 6561
ID: 100, Run: -1, Walk: 6180, Stand: 6181
ID: 101, Run: -1, Walk: 6187, Stand: 6186
ID: 102, Run: -1, Walk: 6180, Stand: 6181
ID: 103, Run: -1, Walk: 5539, Stand: 5538
ID: 104, Run: -1, Walk: 5531, Stand: 5530
ID: 105, Run: -1, Walk: 4923, Stand: 4919
ID: 106, Run: -1, Walk: 4923, Stand: 4919
ID: 107, Run: -1, Walk: 6253, Stand: 6252
ID: 108, Run: -1, Walk: 6253, Stand: 6252
ID: 109, Run: -1, Walk: 6257, Stand: 6258
ID: 110, Run: -1, Walk: 4660, Stand: 4662
ID: 111, Run: -1, Walk: 4669, Stand: 4670
ID: 112, Run: -1, Walk: 4654, Stand: 4656
ID: 113, Run: -1, Walk: 10625, Stand: 10626
ID: 114, Run: -1, Walk: 10625, Stand: 10626
ID: 115, Run: -1, Walk: 10625, Stand: 10626
ID: 116, Run: -1, Walk: 4649, Stand: 4650
ID: 117, Run: -1, Walk: 4649, Stand: 4650
ID: 118, Run: -1, Walk: 98, Stand: 101
ID: 119, Run: -1, Walk: 98, Stand: 101
ID: 120, Run: -1, Walk: 98, Stand: 101
ID: 121, Run: -1, Walk: 98, Stand: 101
ID: 122, Run: -1, Walk: 162, Stand: 166
ID: 123, Run: -1, Walk: 162, Stand: 166
ID: 124, Run: -1, Walk: 819, Stand: 808
ID: 125, Run: -1, Walk: 841, Stand: 842
ID: 126, Run: -1, Walk: 819, Stand: 808
ID: 127, Run: -1, Walk: 181, Stand: 187
ID: 128, Run: -1, Walk: 274, Stand: 277
ID: 129, Run: -1, Walk: 254, Stand: 257
ID: 130, Run: -1, Walk: 293, Stand: 296
ID: 131, Run: -1, Walk: 5666, Stand: 5668
ID: 132, Run: 1419, Walk: 219, Stand: 222
ID: 133, Run: -1, Walk: 6373, Stand: 6374
ID: 134, Run: -1, Walk: 5325, Stand: 5326
ID: 135, Run: -1, Walk: 303, Stand: 306
ID: 136, Run: -1, Walk: 6799, Stand: 6798
ID: 137, Run: -1, Walk: 6799, Stand: 6798
ID: 138, Run: -1, Walk: 1007, Stand: 1008
ID: 139, Run: -1, Walk: 1007, Stand: 1008
ID: 140, Run: -1, Walk: 336, Stand: 337
ID: 141, Run: -1, Walk: 6556, Stand: 6580
ID: 142, Run: -1, Walk: 6556, Stand: 6580
ID: 143, Run: -1, Walk: 6556, Stand: 6580
ID: 144, Run: -1, Walk: 6253, Stand: 6252
ID: 145, Run: -1, Walk: 841, Stand: 842
ID: 146, Run: -1, Walk: 6773, Stand: 6771
ID: 147, Run: -1, Walk: 2147418112, Stand: 6772
ID: 148, Run: -1, Walk: 6774, Stand: 6772
ID: 149, Run: -1, Walk: 6773, Stand: 6771
ID: 150, Run: -1, Walk: 6773, Stand: 6771
ID: 153, Run: -1, Walk: 362, Stand: 362
ID: 154, Run: -1, Walk: 362, Stand: 362
ID: 155, Run: -1, Walk: 362, Stand: 362
ID: 156, Run: -1, Walk: 362, Stand: 362
ID: 157, Run: -1, Walk: 362, Stand: 362
ID: 158, Run: -1, Walk: 841, Stand: 842
ID: 159, Run: -1, Walk: 189, Stand: 195
ID: 160, Run: -1, Walk: 189, Stand: 195
ID: 161, Run: -1, Walk: 189, Stand: 195
ID: 162, Run: -1, Walk: 189, Stand: 195
ID: 163, Run: -1, Walk: 189, Stand: 195
ID: 164, Run: -1, Walk: 189, Stand: 195
ID: 165, Run: -1, Walk: 189, Stand: 195
ID: 166, Run: -1, Walk: 195, Stand: 195
ID: 167, Run: -1, Walk: 189, Stand: 195
ID: 168, Run: -1, Walk: 189, Stand: 195
ID: 169, Run: -1, Walk: 189, Stand: 195
ID: 170, Run: -1, Walk: 1146, Stand: 813
ID: 171, Run: -1, Walk: 189, Stand: 195
ID: 172, Run: -1, Walk: 819, Stand: 808
ID: 173, Run: -1, Walk: 819, Stand: 808
ID: 174, Run: -1, Walk: 819, Stand: 808
ID: 175, Run: -1, Walk: 819, Stand: 808
ID: 176, Run: -1, Walk: 819, Stand: 808
ID: 177, Run: -1, Walk: 819, Stand: 808
ID: 178, Run: -1, Walk: 819, Stand: 808
ID: 179, Run: -1, Walk: 819, Stand: 808
ID: 180, Run: -1, Walk: 819, Stand: 808
ID: 181, Run: -1, Walk: 8527, Stand: 8528
ID: 182, Run: -1, Walk: 7191, Stand: 7188
ID: 183, Run: -1, Walk: 7191, Stand: 7188
ID: 184, Run: -1, Walk: 7191, Stand: 7188
ID: 185, Run: -1, Walk: 819, Stand: 808
ID: 186, Run: -1, Walk: 819, Stand: 808
ID: 187, Run: -1, Walk: 819, Stand: 808
ID: 188, Run: -1, Walk: 819, Stand: 808
ID: 189, Run: -1, Walk: 819, Stand: 808
ID: 190, Run: -1, Walk: 819, Stand: 808
ID: 191, Run: -1, Walk: 9724, Stand: 813
ID: 192, Run: -1, Walk: 819, Stand: 808
ID: 193, Run: -1, Walk: 819, Stand: 808
ID: 194, Run: -1, Walk: 819, Stand: 808
ID: 195, Run: -1, Walk: 819, Stand: 808
ID: 196, Run: -1, Walk: 819, Stand: 808
ID: 197, Run: -1, Walk: 819, Stand: 808
ID: 198, Run: -1, Walk: 819, Stand: 808
ID: 199, Run: -1, Walk: 819, Stand: 808
ID: 200, Run: -1, Walk: 819, Stand: 808
ID: 201, Run: -1, Walk: 819, Stand: 808
ID: 202, Run: -1, Walk: 819, Stand: 808
ID: 203, Run: -1, Walk: 819, Stand: 808
ID: 204, Run: -1, Walk: 819, Stand: 808
ID: 205, Run: -1, Walk: 819, Stand: 808
ID: 206, Run: -1, Walk: 98, Stand: 101
ID: 207, Run: -1, Walk: 98, Stand: 101
ID: 208, Run: -1, Walk: 98, Stand: 101
ID: 209, Run: -1, Walk: 98, Stand: 101
ID: 210, Run: -1, Walk: 819, Stand: 808
ID: 211, Run: -1, Walk: 819, Stand: 808
ID: 212, Run: -1, Walk: 819, Stand: 808
ID: 214, Run: -1, Walk: 819, Stand: 808
ID: 215, Run: -1, Walk: 819, Stand: 808
ID: 216, Run: -1, Walk: 819, Stand: 808
ID: 217, Run: -1, Walk: 819, Stand: 808
ID: 218, Run: -1, Walk: 819, Stand: 808
ID: 219, Run: -1, Walk: 819, Stand: 808
ID: 220, Run: -1, Walk: 819, Stand: 813
ID: 221, Run: -1, Walk: 127, Stand: 130
ID: 222, Run: -1, Walk: 819, Stand: 808
ID: 223, Run: -1, Walk: 819, Stand: 808
ID: 224, Run: -1, Walk: 4931, Stand: 4932
ID: 225, Run: -1, Walk: 819, Stand: 808
ID: 226, Run: -1, Walk: 819, Stand: 808
ID: 227, Run: -1, Walk: 2147418112, Stand: 3845
ID: 228, Run: -1, Walk: 819, Stand: 808
ID: 229, Run: -1, Walk: 819, Stand: 808
ID: 230, Run: -1, Walk: 819, Stand: 808
ID: 231, Run: -1, Walk: 819, Stand: 808
ID: 232, Run: -1, Walk: 98, Stand: 101
ID: 233, Run: -1, Walk: 9645, Stand: 9645
ID: 234, Run: -1, Walk: 9645, Stand: 9645
ID: 235, Run: -1, Walk: 9645, Stand: 9645
ID: 236, Run: -1, Walk: 9645, Stand: 9645
ID: 237, Run: -1, Walk: 6928, Stand: 6927
ID: 238, Run: -1, Walk: 5539, Stand: 5538
ID: 239, Run: -1, Walk: 819, Stand: 808
ID: 240, Run: -1, Walk: 819, Stand: 813
ID: 241, Run: -1, Walk: 819, Stand: 813
ID: 242, Run: -1, Walk: 819, Stand: 808
ID: 243, Run: -1, Walk: 819, Stand: 808
ID: 244, Run: -1, Walk: 819, Stand: 808
ID: 245, Run: -1, Walk: 819, Stand: 808
ID: 246, Run: -1, Walk: 819, Stand: 8943
ID: 247, Run: -1, Walk: 6486, Stand: 6487
ID: 248, Run: -1, Walk: 819, Stand: 813
ID: 249, Run: -1, Walk: 819, Stand: 813
ID: 250, Run: -1, Walk: 819, Stand: 808
ID: 251, Run: -1, Walk: 819, Stand: 808
ID: 252, Run: -1, Walk: 819, Stand: 808
ID: 253, Run: -1, Walk: 819, Stand: 808
ID: 254, Run: -1, Walk: 819, Stand: 808
ID: 255, Run: -1, Walk: 819, Stand: 808
ID: 256, Run: -1, Walk: 819, Stand: 808
ID: 257, Run: -1, Walk: 819, Stand: 808
ID: 258, Run: -1, Walk: 819, Stand: 11659
ID: 259, Run: -1, Walk: 819, Stand: 808
ID: 260, Run: -1, Walk: 819, Stand: 808
ID: 261, Run: -1, Walk: 819, Stand: 808
ID: 262, Run: -1, Walk: 819, Stand: 808
ID: 263, Run: -1, Walk: 819, Stand: 808
ID: 264, Run: -1, Walk: 7160, Stand: 7158
ID: 265, Run: -1, Walk: 7160, Stand: 7158
ID: 266, Run: -1, Walk: 7160, Stand: 7158
ID: 267, Run: -1, Walk: 819, Stand: 808
ID: 268, Run: -1, Walk: 819, Stand: 808
ID: 269, Run: -1, Walk: 6582, Stand: 6580
ID: 270, Run: -1, Walk: 10625, Stand: 11462
ID: 271, Run: -1, Walk: 6262, Stand: 6252
ID: 272, Run: -1, Walk: 6468, Stand: 6469
ID: 273, Run: -1, Walk: 6468, Stand: 6469
ID: 274, Run: -1, Walk: 819, Stand: 808
ID: 275, Run: -1, Walk: 819, Stand: 808
ID: 276, Run: -1, Walk: 819, Stand: 813
ID: 277, Run: -1, Walk: 819, Stand: 808
ID: 278, Run: -1, Walk: 9869, Stand: 9870
ID: 279, Run: -1, Walk: 819, Stand: 808
ID: 280, Run: -1, Walk: 819, Stand: 808
ID: 281, Run: -1, Walk: 819, Stand: 808
ID: 282, Run: -1, Walk: 819, Stand: 808
ID: 283, Run: -1, Walk: 819, Stand: 808
ID: 284, Run: -1, Walk: 98, Stand: 101
ID: 285, Run: -1, Walk: 819, Stand: 808
ID: 286, Run: -1, Walk: 819, Stand: 808
ID: 287, Run: -1, Walk: 819, Stand: 808
ID: 288, Run: -1, Walk: 2297, Stand: 2298
ID: 289, Run: -1, Walk: 819, Stand: 808
ID: 290, Run: -1, Walk: 819, Stand: 808
ID: 291, Run: -1, Walk: 819, Stand: 808
ID: 292, Run: -1, Walk: 5334, Stand: 5335
ID: 293, Run: -1, Walk: 5334, Stand: 5335
ID: 294, Run: -1, Walk: 5334, Stand: 5335
ID: 295, Run: -1, Walk: 5334, Stand: 5335
ID: 296, Run: -1, Walk: 7223, Stand: 7222
ID: 297, Run: -1, Walk: 7224, Stand: 7222
ID: 298, Run: -1, Walk: 7223, Stand: 7222
ID: 299, Run: -1, Walk: 7216, Stand: 7217
ID: 300, Run: -1, Walk: 819, Stand: 813
ID: 302, Run: -1, Walk: 819, Stand: 808
ID: 303, Run: -1, Walk: 819, Stand: 808
ID: 304, Run: -1, Walk: 819, Stand: 808
ID: 305, Run: -1, Walk: 7160, Stand: 7158
ID: 306, Run: -1, Walk: 189, Stand: 195
ID: 307, Run: -1, Walk: 819, Stand: 808
ID: 308, Run: -1, Walk: 819, Stand: 808
ID: 309, Run: -1, Walk: 9645, Stand: 9645
ID: 310, Run: -1, Walk: 9645, Stand: 9645
ID: 311, Run: -1, Walk: 9645, Stand: 9645
ID: 312, Run: -1, Walk: 9645, Stand: 9645
ID: 313, Run: -1, Walk: 9645, Stand: 9645
ID: 314, Run: -1, Walk: 9645, Stand: 9645
ID: 315, Run: -1, Walk: 9645, Stand: 9645
ID: 316, Run: -1, Walk: 9645, Stand: 9645
ID: 317, Run: -1, Walk: 9645, Stand: 9645
ID: 318, Run: -1, Walk: 9645, Stand: 9645
ID: 319, Run: -1, Walk: 9645, Stand: 9645
ID: 320, Run: -1, Walk: 9645, Stand: 9645
ID: 321, Run: -1, Walk: 9645, Stand: 9645
ID: 322, Run: -1, Walk: 9645, Stand: 9645
ID: 323, Run: -1, Walk: 9645, Stand: 9645
ID: 324, Run: -1, Walk: 9645, Stand: 9645
ID: 325, Run: -1, Walk: 9645, Stand: 9645
ID: 326, Run: -1, Walk: 9645, Stand: 9645
ID: 327, Run: -1, Walk: 9645, Stand: 9645
ID: 328, Run: -1, Walk: 9645, Stand: 9645
ID: 329, Run: -1, Walk: 9645, Stand: 9645
ID: 330, Run: -1, Walk: 9645, Stand: 9645
ID: 331, Run: -1, Walk: 9645, Stand: 9645
ID: 332, Run: -1, Walk: 9645, Stand: 9645
ID: 333, Run: -1, Walk: 9645, Stand: 9645
ID: 334, Run: -1, Walk: 9645, Stand: 9645
ID: 335, Run: -1, Walk: 819, Stand: 808
ID: 336, Run: -1, Walk: 819, Stand: 808
ID: 337, Run: -1, Walk: 1323, Stand: 1322
ID: 338, Run: -1, Walk: 2147418112, Stand: 2713
ID: 339, Run: -1, Walk: 1323, Stand: 1322
ID: 340, Run: -1, Walk: 819, Stand: 2712
ID: 341, Run: -1, Walk: 1323, Stand: 1322
ID: 342, Run: -1, Walk: 819, Stand: 808
ID: 343, Run: -1, Walk: 2147418112, Stand: 4780
ID: 344, Run: -1, Walk: 819, Stand: 808
ID: 345, Run: -1, Walk: 4226, Stand: 4591
ID: 346, Run: -1, Walk: 4226, Stand: 4591
ID: 347, Run: -1, Walk: 819, Stand: 813
ID: 348, Run: -1, Walk: 819, Stand: 808
ID: 349, Run: -1, Walk: 819, Stand: 808
ID: 350, Run: -1, Walk: 819, Stand: 808
ID: 351, Run: -1, Walk: 819, Stand: 808
ID: 352, Run: -1, Walk: 819, Stand: 808
ID: 353, Run: -1, Walk: 819, Stand: 808
ID: 354, Run: -1, Walk: 819, Stand: 808
ID: 355, Run: -1, Walk: 7160, Stand: 7158
ID: 356, Run: -1, Walk: 7160, Stand: 7158
ID: 357, Run: -1, Walk: 819, Stand: 813
ID: 358, Run: -1, Walk: 819, Stand: 808
ID: 359, Run: -1, Walk: 819, Stand: 808
ID: 360, Run: -1, Walk: 819, Stand: 808
ID: 361, Run: -1, Walk: 819, Stand: 808
ID: 362, Run: -1, Walk: 819, Stand: 808
ID: 363, Run: -1, Walk: 819, Stand: 808
ID: 364, Run: -1, Walk: 819, Stand: 808
ID: 365, Run: -1, Walk: 819, Stand: 808
ID: 366, Run: -1, Walk: 819, Stand: 808
ID: 367, Run: -1, Walk: 819, Stand: 808
ID: 368, Run: -1, Walk: 1205, Stand: 813
ID: 369, Run: -1, Walk: 819, Stand: 808
ID: 370, Run: -1, Walk: 819, Stand: 808
ID: 371, Run: -1, Walk: 819, Stand: 808
ID: 372, Run: -1, Walk: 819, Stand: 808
ID: 373, Run: -1, Walk: 819, Stand: 808
ID: 374, Run: -1, Walk: 10625, Stand: 10626
ID: 375, Run: -1, Walk: 819, Stand: 808
ID: 376, Run: -1, Walk: 819, Stand: 808
ID: 377, Run: -1, Walk: 819, Stand: 808
ID: 378, Run: -1, Walk: 819, Stand: 808
ID: 379, Run: -1, Walk: 819, Stand: 808
ID: 380, Run: -1, Walk: 819, Stand: 808
ID: 381, Run: -1, Walk: 819, Stand: 808
ID: 382, Run: -1, Walk: 98, Stand: 101
ID: 383, Run: -1, Walk: 98, Stand: 101
ID: 384, Run: -1, Walk: 2064, Stand: 2065
ID: 385, Run: -1, Walk: 6257, Stand: 6258
ID: 386, Run: -1, Walk: 6257, Stand: 6258
ID: 387, Run: -1, Walk: 6257, Stand: 6258
ID: 388, Run: -1, Walk: 819, Stand: 808
ID: 389, Run: -1, Walk: 819, Stand: 813
ID: 390, Run: -1, Walk: 1797, Stand: 1796
ID: 391, Run: -1, Walk: 1797, Stand: 1796
ID: 392, Run: -1, Walk: 1797, Stand: 1796
ID: 393, Run: -1, Walk: 1797, Stand: 1796
ID: 394, Run: -1, Walk: 1797, Stand: 1796
ID: 395, Run: -1, Walk: 1797, Stand: 1796
ID: 396, Run: -1, Walk: 1797, Stand: 1796
ID: 397, Run: -1, Walk: 5848, Stand: 5852
ID: 398, Run: -1, Walk: 1205, Stand: 813
ID: 399, Run: -1, Walk: 1205, Stand: 813
ID: 401, Run: -1, Walk: 819, Stand: 808
ID: 402, Run: -1, Walk: 819, Stand: 808
ID: 403, Run: -1, Walk: 1797, Stand: 1796
ID: 404, Run: -1, Walk: 819, Stand: 808
ID: 405, Run: -1, Walk: 819, Stand: 813
ID: 406, Run: -1, Walk: 7191, Stand: 7188
ID: 407, Run: -1, Walk: 7191, Stand: 7188
ID: 408, Run: -1, Walk: 7191, Stand: 7188
ID: 409, Run: -1, Walk: 792, Stand: 792
ID: 410, Run: -1, Walk: 819, Stand: 808
ID: 411, Run: -1, Walk: 0, Stand: 0
ID: 412, Run: -1, Walk: 4913, Stand: 4914
ID: 413, Run: -1, Walk: 7191, Stand: 7188
ID: 414, Run: -1, Walk: 7191, Stand: 7188
ID: 418, Run: -1, Walk: 334, Stand: 1717
ID: 419, Run: 335, Walk: 335, Stand: 351
ID: 420, Run: -1, Walk: 7333, Stand: 7333
ID: 421, Run: -1, Walk: 7333, Stand: 7333
ID: 422, Run: -1, Walk: 6041, Stand: 6040
ID: 423, Run: -1, Walk: 6041, Stand: 6040
ID: 424, Run: -1, Walk: 6041, Stand: 6040
ID: 425, Run: -1, Walk: 6041, Stand: 6040
ID: 426, Run: -1, Walk: 6041, Stand: 6040
ID: 427, Run: -1, Walk: 6041, Stand: 6040
ID: 428, Run: -1, Walk: 6041, Stand: 11289
ID: 429, Run: -1, Walk: 6041, Stand: 6040
ID: 430, Run: -1, Walk: 6041, Stand: 6040
ID: 431, Run: -1, Walk: 7191, Stand: 7188
ID: 432, Run: -1, Walk: 819, Stand: 808
ID: 433, Run: -1, Walk: 819, Stand: 808
ID: 434, Run: -1, Walk: 819, Stand: 808
ID: 435, Run: -1, Walk: 6280, Stand: 6280
ID: 436, Run: -1, Walk: 6282, Stand: 6282
ID: 437, Run: -1, Walk: 819, Stand: 808
ID: 438, Run: -1, Walk: 6041, Stand: 6040
ID: 439, Run: -1, Walk: 6041, Stand: 6040
ID: 440, Run: -1, Walk: 6042, Stand: 5750
ID: 441, Run: -1, Walk: 6042, Stand: 5750
ID: 442, Run: -1, Walk: 6042, Stand: 5751
ID: 443, Run: -1, Walk: 6042, Stand: 5751
ID: 444, Run: -1, Walk: 6180, Stand: 6181
ID: 445, Run: -1, Walk: 6187, Stand: 6186
ID: 446, Run: -1, Walk: 4931, Stand: 4932
ID: 447, Run: -1, Walk: 819, Stand: 808
ID: 448, Run: -1, Walk: 819, Stand: 808
ID: 449, Run: -1, Walk: 819, Stand: 808
ID: 450, Run: -1, Walk: 6773, Stand: 6771
ID: 451, Run: -1, Walk: 6773, Stand: 6771
ID: 452, Run: -1, Walk: 2164, Stand: 2163
ID: 453, Run: -1, Walk: 0, Stand: 2147418931
ID: 454, Run: -1, Walk: 8527, Stand: 8528
ID: 455, Run: -1, Walk: 8527, Stand: 8528
ID: 456, Run: -1, Walk: 9869, Stand: 9870
ID: 457, Run: -1, Walk: 819, Stand: 808
ID: 458, Run: -1, Walk: 819, Stand: 808
ID: 459, Run: -1, Walk: 5479, Stand: 5483
ID: 460, Run: -1, Walk: 819, Stand: 808
ID: 461, Run: -1, Walk: 819, Stand: 808
ID: 462, Run: -1, Walk: 819, Stand: 813
ID: 463, Run: -1, Walk: 819, Stand: 808
ID: 464, Run: -1, Walk: 819, Stand: 808
ID: 465, Run: -1, Walk: 819, Stand: 808
ID: 466, Run: -1, Walk: 819, Stand: 808
ID: 467, Run: -1, Walk: 10, Stand: 10
ID: 468, Run: -1, Walk: 10, Stand: 10
ID: 469, Run: -1, Walk: 189, Stand: 195
ID: 470, Run: -1, Walk: 189, Stand: 195
ID: 471, Run: -1, Walk: 189, Stand: 195
ID: 472, Run: -1, Walk: 189, Stand: 195
ID: 473, Run: -1, Walk: 189, Stand: 195
ID: 474, Run: -1, Walk: 189, Stand: 195
ID: 475, Run: -1, Walk: 819, Stand: 808
ID: 476, Run: -1, Walk: 819, Stand: 813
ID: 477, Run: -1, Walk: 819, Stand: 808
ID: 478, Run: -1, Walk: 1205, Stand: 813
ID: 479, Run: -1, Walk: 189, Stand: 195
ID: 480, Run: -1, Walk: 189, Stand: 195
ID: 481, Run: -1, Walk: 189, Stand: 195
ID: 482, Run: -1, Walk: 189, Stand: 195
ID: 483, Run: -1, Walk: 189, Stand: 195
ID: 484, Run: -1, Walk: 189, Stand: 195
ID: 485, Run: -1, Walk: 189, Stand: 195
ID: 486, Run: -1, Walk: 189, Stand: 195
ID: 487, Run: -1, Walk: 2147418112, Stand: 6857
ID: 488, Run: -1, Walk: 819, Stand: 808
ID: 489, Run: -1, Walk: 6201, Stand: 6200
ID: 490, Run: -1, Walk: 2147418112, Stand: 6856
ID: 491, Run: -1, Walk: 5539, Stand: 5538
ID: 492, Run: -1, Walk: 5539, Stand: 5538
ID: 493, Run: -1, Walk: 6257, Stand: 6258
ID: 494, Run: -1, Walk: 808, Stand: 808
ID: 495, Run: -1, Walk: 808, Stand: 808
ID: 496, Run: -1, Walk: 808, Stand: 808
ID: 497, Run: -1, Walk: 808, Stand: 808
ID: 498, Run: -1, Walk: 112, Stand: 112
ID: 499, Run: -1, Walk: 808, Stand: 808
ID: 500, Run: -1, Walk: 819, Stand: 813
ID: 501, Run: -1, Walk: 5531, Stand: 5530
ID: 502, Run: -1, Walk: 5479, Stand: 5483
ID: 503, Run: -1, Walk: 5479, Stand: 5483
ID: 504, Run: -1, Walk: 5566, Stand: 5565
ID: 505, Run: -1, Walk: 5570, Stand: 5572
ID: 506, Run: -1, Walk: 5531, Stand: 5530
ID: 507, Run: -1, Walk: 5582, Stand: 5572
ID: 508, Run: -1, Walk: 5506, Stand: 5505
ID: 509, Run: -1, Walk: 5531, Stand: 5530
ID: 510, Run: -1, Walk: 819, Stand: 808
ID: 511, Run: -1, Walk: 819, Stand: 808
ID: 512, Run: -1, Walk: 819, Stand: 808
ID: 513, Run: -1, Walk: 819, Stand: 808
ID: 514, Run: -1, Walk: 819, Stand: 808
ID: 515, Run: -1, Walk: 819, Stand: 808
ID: 516, Run: -1, Walk: 819, Stand: 808
ID: 517, Run: -1, Walk: 819, Stand: 808
ID: 518, Run: -1, Walk: 819, Stand: 808
ID: 519, Run: -1, Walk: 9869, Stand: 9870
ID: 520, Run: -1, Walk: 9869, Stand: 9870
ID: 521, Run: -1, Walk: 9869, Stand: 9870
ID: 522, Run: -1, Walk: 819, Stand: 808
ID: 523, Run: -1, Walk: 819, Stand: 808
ID: 524, Run: -1, Walk: 819, Stand: 808
ID: 525, Run: -1, Walk: 819, Stand: 808
ID: 526, Run: -1, Walk: 819, Stand: 808
